"prompt","answer"
"List the fourth year second semester courses for Automotive Engineering","In the fourth year second semester of Automotive Engineering, you will study:

Fourth Year - Second Semester (Spring) - Compulsory Courses:
AUE400, Graduation Project, Credit:3, ECTS:6, Prerequisite: None
AUE404, Vehicle Production & Systems, Credit:3, ECTS:4, Prerequisite: ECC209, ECC305
ECC440, Occupational Health and Safety II, Credit:2, ECTS:4, Prerequisite: ECC439
TE, Technical Elective, Credit:3, ECTS:4, Prerequisite: None
TE, Technical Elective, Credit:3, ECTS:4, Prerequisite: None
RNTE, Restricted Non-Technical Elective, Credit:3, ECTS:5, Prerequisite: None
FNTE, Free Non-Technical Elective, Credit:3, ECTS:3, Prerequisite: None

Total Semester: Credit:20, ECTS:30

Program Total: Credit:150, ECTS:240"
"What career opportunities are available after graduating from Automotive Engineering?","Automotive Engineering Program Summary:
Degree: Bachelor of Science in Automotive Engineering
Duration: 4 years (8 semesters)
Total Credits: 150
Total ECTS: 240

Program Focus Areas:
- Vehicle Dynamics and Control
- Automotive Design and Manufacturing
- Internal Combustion Engines
- Automotive Electronics and Mechatronics
- Vehicle Body Design
- Transmission Systems
- Electric and Hybrid Vehicles
- Automotive Materials and Manufacturing
- Computational Fluid Dynamics
- Automotive Sensors and Instrumentation

Career Opportunities:
Automotive Design Engineer
Vehicle Dynamics Engineer
Powertrain Engineer
Automotive Electronics Engineer
Manufacturing Engineer
Quality Control Engineer
Research and Development Engineer
Automotive Consultant
Project Engineer
Production Engineer
Testing and Validation Engineer
Academic and Research Positions

Professional Recognition:
Graduates are qualified to work in automotive manufacturers, suppliers, research institutions, and engineering consulting firms worldwide."
"What jobs can I get with a Automotive Engineering degree?","Automotive Engineering Program Summary:
Degree: Bachelor of Science in Automotive Engineering
Duration: 4 years (8 semesters)
Total Credits: 150
Total ECTS: 240

Program Focus Areas:
- Vehicle Dynamics and Control
- Automotive Design and Manufacturing
- Internal Combustion Engines
- Automotive Electronics and Mechatronics
- Vehicle Body Design
- Transmission Systems
- Electric and Hybrid Vehicles
- Automotive Materials and Manufacturing
- Computational Fluid Dynamics
- Automotive Sensors and Instrumentation

Career Opportunities:
Automotive Design Engineer
Vehicle Dynamics Engineer
Powertrain Engineer
Automotive Electronics Engineer
Manufacturing Engineer
Quality Control Engineer
Research and Development Engineer
Automotive Consultant
Project Engineer
Production Engineer
Testing and Validation Engineer
Academic and Research Positions

Professional Recognition:
Graduates are qualified to work in automotive manufacturers, suppliers, research institutions, and engineering consulting firms worldwide."
"What can I do after graduating from Automotive Engineering?","Automotive Engineering Program Summary:
Degree: Bachelor of Science in Automotive Engineering
Duration: 4 years (8 semesters)
Total Credits: 150
Total ECTS: 240

Program Focus Areas:
- Vehicle Dynamics and Control
- Automotive Design and Manufacturing
- Internal Combustion Engines
- Automotive Electronics and Mechatronics
- Vehicle Body Design
- Transmission Systems
- Electric and Hybrid Vehicles
- Automotive Materials and Manufacturing
- Computational Fluid Dynamics
- Automotive Sensors and Instrumentation

Career Opportunities:
Automotive Design Engineer
Vehicle Dynamics Engineer
Powertrain Engineer
Automotive Electronics Engineer
Manufacturing Engineer
Quality Control Engineer
Research and Development Engineer
Automotive Consultant
Project Engineer
Production Engineer
Testing and Validation Engineer
Academic and Research Positions

Professional Recognition:
Graduates are qualified to work in automotive manufacturers, suppliers, research institutions, and engineering consulting firms worldwide."
"What are the mission and vision of the Automotive Engineering program?","Department Mission and Vision:

Mission:
To support and lead the nation's requirements and technological developments, to be able to conduct international projects and to have an authority in research areas. To perform research studies and to educate engineers equipped with technical ""know-how"", creative thinking and being able to try and research new technologies to achieve required goal.

Vision:
The vision of the department is to have respect and authority in engineering activities and to gain acceptance through research projects, support to the nation and delivering high quality engineers."
"Tell me about the mission and vision of Automotive Engineering","Department Mission and Vision:

Mission:
To support and lead the nation's requirements and technological developments, to be able to conduct international projects and to have an authority in research areas. To perform research studies and to educate engineers equipped with technical ""know-how"", creative thinking and being able to try and research new technologies to achieve required goal.

Vision:
The vision of the department is to have respect and authority in engineering activities and to gain acceptance through research projects, support to the nation and delivering high quality engineers."
"What elective courses are available in the Automotive Engineering program?","The Automotive Engineering program offers the following elective courses:

Fourth Year - First Semester (Fall) - Compulsory Courses:
AUE401, Vehicle Dynamics, Credit:3, ECTS:4, Prerequisite: ECC212, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
AUE403, Vehicle Body Design, Credit:3, ECTS:4, Prerequisite: AUE306, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ECC424, Experimental Analysis of Mechanical Engineering Systems, Credit:3, ECTS:5, Prerequisite: None, Class:2, LAB:2, Practical:0, PS:1, C:2, R:1, T:0
ECC425, Internal Combustion Engines, Credit:3, ECTS:5, Prerequisite: ECC208, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ECC439, Occupational Health and Safety I, Credit:2, ECTS:4, Prerequisite: None
TE, Technical Elective, Credit:3, ECTS:4, Prerequisite: None
TE, Technical Elective, Credit:3, ECTS:4, Prerequisite: None

Total Semester: Credit:20, ECTS:30"
"Tell me about elective courses for Automotive Engineering","The Automotive Engineering program offers the following elective courses:

Fourth Year - First Semester (Fall) - Compulsory Courses:
AUE401, Vehicle Dynamics, Credit:3, ECTS:4, Prerequisite: ECC212, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
AUE403, Vehicle Body Design, Credit:3, ECTS:4, Prerequisite: AUE306, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ECC424, Experimental Analysis of Mechanical Engineering Systems, Credit:3, ECTS:5, Prerequisite: None, Class:2, LAB:2, Practical:0, PS:1, C:2, R:1, T:0
ECC425, Internal Combustion Engines, Credit:3, ECTS:5, Prerequisite: ECC208, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ECC439, Occupational Health and Safety I, Credit:2, ECTS:4, Prerequisite: None
TE, Technical Elective, Credit:3, ECTS:4, Prerequisite: None
TE, Technical Elective, Credit:3, ECTS:4, Prerequisite: None

Total Semester: Credit:20, ECTS:30"
"How long is the Automotive Engineering program?","FACULTY OF ENGINEERING
DEPARTMENT OF AUTOMOTIVE ENGINEERING
Bachelor of Science in Automotive Engineering

Program Duration: 4 years (8 semesters)
Degree: Bachelor of Science
Total ECTS for Graduation: 240
Total Credits: 150

Main website: https://muhendislik.neu.edu.tr/?lang=en
Curriculum link: https://muhendislik.neu.edu.tr/academic/academic-programmes/department-of-automotive-engineering/?lang=en

Legend:
PS = Problem Solving
C = Complementary
R = Reformative
T = Tutorial
LAB = Laboratory Hours
Practical = Practical Hours"
"What is the duration of Automotive Engineering studies?","FACULTY OF ENGINEERING
DEPARTMENT OF AUTOMOTIVE ENGINEERING
Bachelor of Science in Automotive Engineering

Program Duration: 4 years (8 semesters)
Degree: Bachelor of Science
Total ECTS for Graduation: 240
Total Credits: 150

Main website: https://muhendislik.neu.edu.tr/?lang=en
Curriculum link: https://muhendislik.neu.edu.tr/academic/academic-programmes/department-of-automotive-engineering/?lang=en

Legend:
PS = Problem Solving
C = Complementary
R = Reformative
T = Tutorial
LAB = Laboratory Hours
Practical = Practical Hours"
"What are the focus areas of Automotive Engineering?","Technical Elective Courses (TE) - Automotive Engineering Specializations:
ME403, Theory of Machines 2, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ME443, Computational Fluid Dynamics, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ME451, Advanced Strength of Materials, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
EE435, Mechatronics, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ME418, Refrigeration Techniques, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
AUE411, Transmission Systems, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ME423, Heat Exchanger Design, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
AUE421, Fuel Cells, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0
ME426, Introduction to Finite Element Method, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ME429, Computer Aided Design (CAD), Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0
AUE422, Internal Combustion Engine Design, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
AUE431, Electronic Systems in Vehicles, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
AUE432, Automotive Sensors and Measurement Systems, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
AUE452, Electric and Hybrid Vehicle, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ME453, Materials Engineering, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:1, C:2, R:0, T:0
ME454, Heat Treatment, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:1, R:2, T:0
ME472, Quality Control, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0
ECC404, Artificial Neural Network, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0
ECC419, Digital Image Processing, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0
AUE441, Intelligent Vehicle Technology, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0
AUE442, Electronic Instrumentation, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0"
"What specializations does Automotive Engineering offer?","Technical Elective Courses (TE) - Automotive Engineering Specializations:
ME403, Theory of Machines 2, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ME443, Computational Fluid Dynamics, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ME451, Advanced Strength of Materials, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
EE435, Mechatronics, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ME418, Refrigeration Techniques, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
AUE411, Transmission Systems, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ME423, Heat Exchanger Design, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
AUE421, Fuel Cells, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0
ME426, Introduction to Finite Element Method, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ME429, Computer Aided Design (CAD), Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0
AUE422, Internal Combustion Engine Design, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
AUE431, Electronic Systems in Vehicles, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
AUE432, Automotive Sensors and Measurement Systems, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
AUE452, Electric and Hybrid Vehicle, Credit:3, ECTS:5, Class:3, LAB:0, Practical:0, PS:2, C:1, R:1, T:0
ME453, Materials Engineering, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:1, C:2, R:0, T:0
ME454, Heat Treatment, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:1, R:2, T:0
ME472, Quality Control, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0
ECC404, Artificial Neural Network, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0
ECC419, Digital Image Processing, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0
AUE441, Intelligent Vehicle Technology, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0
AUE442, Electronic Instrumentation, Credit:3, ECTS:6, Class:3, LAB:0, Practical:0, PS:0, C:2, R:2, T:0"
"Tell me about the Analyticsengineering program at Near East University.","Technical Elective Courses (TE) - Available Options:
AII419, IMAGE PROCESSING, T: 2, U: 2, C: 3, E: 5
AII415, DECISION MAKING, T: 2, U: 2, C: 3, E: 5
AIE411, ADVANCED DATA ANALYSIS, T: 2, U: 2, C: 3, E: 5
AIE412, INFORMATION RETRIEVAL AND WEB SEARCH, T: 2, U: 2, C: 3, E: 5
AIE413, HUMAN-ROBOT INTERACTION, T: 2, U: 2, C: 3, E: 5
AIE414, DEEP REINFORCEMENT LEARNING AND CONTROL, T: 2, U: 2, C: 3, E: 5
AIE415, MOBILE ROBOT PROGRAMMING, T: 2, U: 2, C: 3, E: 5
AIE416, AUTONOMOUS AGENTS, T: 2, U: 2, C: 3, E: 5
AIE417, INTRODUCTION TO QUANTUM COMPUTING, T: 2, U: 2, C: 3, E: 5
AIE418, COMPUTER ANIMATION & VISUALIZATION, T: 2, U: 2, C: 3, E: 5
AIE419, ALGORITHMIC GAME THEORY AND ITS APPLICATIONS, T: 2, U: 2, C: 3, E: 5
AIE420, FUZZY SYSTEMS, T: 2, U: 2, C: 3, E: 5
AIE458, AI AND INTERNET OF THINGS, T: 2, U: 2, C: 3, E: 5
AIE457, AI AND CLOUD COMPUTING, T: 2, U: 2, C: 3, E: 5
DAE022, BIG DATA SYSTEMS, T: 2, U: 2, C: 3, E: 5
DAE023, DATA SECURITY AND PRIVACY FOR ANALYTICS, T: 2, U: 2, C: 3, E: 5
DAE024, BUSINESS ANALYTICS, T: 2, U: 2, C: 3, E: 5
DAE025, HEALTH INFORMATICS, T: 2, U: 2, C: 3, E: 5"
"What is the Analyticsengineering program?","Technical Elective Courses (TE) - Available Options:
AII419, IMAGE PROCESSING, T: 2, U: 2, C: 3, E: 5
AII415, DECISION MAKING, T: 2, U: 2, C: 3, E: 5
AIE411, ADVANCED DATA ANALYSIS, T: 2, U: 2, C: 3, E: 5
AIE412, INFORMATION RETRIEVAL AND WEB SEARCH, T: 2, U: 2, C: 3, E: 5
AIE413, HUMAN-ROBOT INTERACTION, T: 2, U: 2, C: 3, E: 5
AIE414, DEEP REINFORCEMENT LEARNING AND CONTROL, T: 2, U: 2, C: 3, E: 5
AIE415, MOBILE ROBOT PROGRAMMING, T: 2, U: 2, C: 3, E: 5
AIE416, AUTONOMOUS AGENTS, T: 2, U: 2, C: 3, E: 5
AIE417, INTRODUCTION TO QUANTUM COMPUTING, T: 2, U: 2, C: 3, E: 5
AIE418, COMPUTER ANIMATION & VISUALIZATION, T: 2, U: 2, C: 3, E: 5
AIE419, ALGORITHMIC GAME THEORY AND ITS APPLICATIONS, T: 2, U: 2, C: 3, E: 5
AIE420, FUZZY SYSTEMS, T: 2, U: 2, C: 3, E: 5
AIE458, AI AND INTERNET OF THINGS, T: 2, U: 2, C: 3, E: 5
AIE457, AI AND CLOUD COMPUTING, T: 2, U: 2, C: 3, E: 5
DAE022, BIG DATA SYSTEMS, T: 2, U: 2, C: 3, E: 5
DAE023, DATA SECURITY AND PRIVACY FOR ANALYTICS, T: 2, U: 2, C: 3, E: 5
DAE024, BUSINESS ANALYTICS, T: 2, U: 2, C: 3, E: 5
DAE025, HEALTH INFORMATICS, T: 2, U: 2, C: 3, E: 5"
"What courses will I take in first year first semester of Analyticsengineering?","In the first year first semester of Analyticsengineering, you will study:

First Year - First Semester Courses (Year One or 1 First Semester):
MTH113, LINEAR ALGEBRA, T: 3, U: 0, C: 3, E: 5
AII102, PROGRAMMING AND PROBLEM SOLVING, T: 3, U: 2, C: 4, E: 5
ENG101, ENGLISH I, T: 2, U: 0, C: 2, E: 5
MTH101, CALCULUS I, T: 4, U: 0, C: 4, E: 5
PHY101, GENERAL PHYSICS I, T: 2, U: 2, C: 4, E: 5
CAM100, CAMPUS ORIENTATION, T: 0, U: 0, C: 0, E: 5
CHM101, GENERAL CHEMISTRY I, T: 2, U: 2, C: 4, E: 5

Total: T: 21, U: 6, C: 19, E: 30"
"List the first year first semester courses for Analyticsengineering","In the first year first semester of Analyticsengineering, you will study:

First Year - First Semester Courses (Year One or 1 First Semester):
MTH113, LINEAR ALGEBRA, T: 3, U: 0, C: 3, E: 5
AII102, PROGRAMMING AND PROBLEM SOLVING, T: 3, U: 2, C: 4, E: 5
ENG101, ENGLISH I, T: 2, U: 0, C: 2, E: 5
MTH101, CALCULUS I, T: 4, U: 0, C: 4, E: 5
PHY101, GENERAL PHYSICS I, T: 2, U: 2, C: 4, E: 5
CAM100, CAMPUS ORIENTATION, T: 0, U: 0, C: 0, E: 5
CHM101, GENERAL CHEMISTRY I, T: 2, U: 2, C: 4, E: 5

Total: T: 21, U: 6, C: 19, E: 30"
"What courses will I take in first year second semester of Analyticsengineering?","In the first year second semester of Analyticsengineering, you will study:

First Year - Second Semester Courses (Year One or 1 Second Semester):
AII104, DISCRETE STRUCTURES, T: 3, U: 0, C: 3, E: 5
ENG102, ENGLISH II, T: 2, U: 0, C: 2, E: 3
MTH102, CALCULUS II, T: 4, U: 0, C: 4, E: 6
PHY102, GENERAL PHYSICS II, T: 2, U: 2, C: 4, E: 6
AII108, OBJECT ORIENTED PROGRAMMING, T: 2, U: 2, C: 3, E: 6
YIT101, TURKISH FOR FOREIGNERS I, T: 2, U: 0, C: 2, E: 2
GEC351, 21st CENTURY SKILLS, T: 0, U: 0, C: 0, E: 2

Total: T: 19, U: 4, C: 18, E: 30"
